"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT11","WT13","WT14","WT16","WT18","WT22"
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-02-19","11.18"," 2156","0.39","0.0","0.0","40","55","29","  220","  220",,"18.1","25.1",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-02-20","10.29"," 1402","0.20","0.0","0.0","59","71","54","  240","  240",,"23.0","32.0",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-02-21","9.62"," 0900","0.00","0.0","0.0","56","67","33","  330","  330",,"21.9","27.1",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-02-22","6.71"," 0746","0.09","0.2","0.0","34","35","32","  120","   60",,"12.1","14.1","    1",,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-02-23","12.08"," 1202","0.07","0.0","0.0","38","51","33","  200","  200",,"23.0","34.0","    1",,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-02-24","7.61"," 0424","0.00","0.0","0.0","42","46","37","  320","  320",,"16.1","19.9",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-02-25","17.22"," 1143","0.29","0.0","0.0","43","54","36","  260","  260",,"36.0","47.0","    1",,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-02-26","11.41"," 1002","0.00","0.0","0.0","41","48","32","  250","  300",,"21.9","29.1",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-02-27","11.18"," 1351","0.00","0.0","0.0","41","56","29","  250","  260",,"30.0","38.0",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-02-28","12.97"," 1421","0.00","0.0","0.0","48","64","40","  260","  260",,"25.9","36.9",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-03-01","12.08",,"0.14","1.3","0.0","40","43","32","   50","   40",,"35.1","42.9","    1",,,,,,,"    1",,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-03-02","18.12",,"1.11","11.5","9.8","33","34","30","   40","   50",,"36.9","48.1","    1",,,,,,,"    1",,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-03-03","10.74",,"0.03","0.5","9.8","33","38","30","  350","   10",,"18.1","23.9","    1",,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-03-04","11.41",,"0.00","0.0","9.1","32","34","26","  330","  360",,"19.9","25.9",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-03-05","6.26",,"0.00","0.0","7.1","28","32","20","  240","  230",,"14.1","18.1",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-03-06","7.61",,"0.00","0.0","7.1","31","40","28","  120","  140",,"17.0","21.9",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-03-07","6.71",,"0.07","0.1","5.9","35","38","30","  120","  210",,"15.0","19.0","    1",,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-03-08","12.30",,"0.00","0.0","5.1","31","34","27","  260","  270",,"23.9","33.1",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-03-09","13.42",,"0.18","3.8","5.1","30","37","27","  280","  280",,"23.0","33.1","    1","    1",,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-03-10","10.96",,"0.00","0.1","7.1","30","34","27","  290","  280",,"18.1","23.0","    1",,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-03-11","7.61",,"0.00","0.0","5.9","30","34","24","  330","  310",,"17.0","21.0",,,,,,,"    1",,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-03-12","4.47",,"0.00","0.0","5.1","27","34","18","   20","   40",,"13.0","16.1",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-03-13","11.41",,"0.09","2.0","5.1","29","34","23","  300","  300",,"21.0","25.9","    1",,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-03-14","14.54",,"0.50","7.5","9.8","31","33","27","  300","  300",,"29.1","38.9","    1",,,,,,,"    1",,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-03-15","10.96",,"0.04","0.6","9.8","31","39","24","  290","  290",,"21.0","27.1","    1","    1",,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-03-16","14.99",,"0.06","1.9","9.8","27","30","21","  300","  270",,"25.9","36.9","    1","    1",,,,,,"    1",,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-03-17","12.97",,"0.00","0.0","7.9","29","39","22","  320","  320",,"23.0","29.1",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-03-18","5.82",,"0.00","0.0","5.9","29","43","16","  260","  270",,"17.0","19.9",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-03-19","8.05",,"0.00","0.0","5.1","28","30","21","   50","   20",,"21.0","23.9",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-03-20","10.74",,"0.00","0.0","5.1","25","32","18","   50","   50",,"19.9","25.9",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-03-21","13.42",,"0.00","0.0","5.1","30","35","27","   50","   30",,"25.9","33.1",,,,,,,"    1",,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-03-22","10.51",,"0.00","0.0","3.9","33","39","28","  290","  290",,"18.1","23.9",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-03-23","11.41",,"0.00","0.0","3.1","33","38","26","  300","  300",,"18.1","23.9",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-03-24","8.50",,"0.00","0.1","3.1","31","32","22","   50","   50",,"21.0","23.9",,,,,,,"    1",,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-03-25","9.62",,"0.00","0.0","2.0","29","37","23","   50","   20",,"19.9","30.0",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-03-26","7.38",,"0.00","0.0","1.2","36","48","23","  130","  130",,"19.9","23.0",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-03-27","12.08",,"0.27","0.0","0.0","41","44","38","  170","   70",,"18.1","31.1","    1",,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-03-28","4.03",,"0.02","0.0","0.0","42","46","40","  230","  170",,"15.0","32.0","    1",,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-03-29","4.47",,"0.47","0.0","0.0","45","52","40","  340","  340",,"14.1","18.1","    1",,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-03-30","11.41",,"0.04","0.0","0.0","41","43","30","  300","  310",,"21.9","29.1","    1",,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-03-31","12.08",,"0.00","0.0","0.0","39","53","28","  240","  240",,"38.0","46.1","    1",,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-04-01","13.20",,"0.20","0.0","0.0","39","51","31","  260","  270",,"30.0","47.0","    1",,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-04-02","4.47",,"0.00","0.0","0.0","35","47","26","  290","  290",,"18.1","23.0",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-04-03","6.93",,"0.18","0.0","0.0","38","49","35","  150","  150",,"17.0","21.9","    1",,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-04-04","25.28",,"0.30","0.1","0.0","45","59","28","  260","  250",,"52.1","66.0","    1",,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-04-05","9.62",,"0.06","1.6","0.0","29","35","26","  300","  280",,"21.0","29.1","    1","    1",,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-04-06","10.96",,"0.21","1.3","1.2","31","42","24","  270","  260",,"31.1","40.9","    1",,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-04-07","12.75",,"0.00","0.0","0.0","31","34","25","  290","  290",,"23.9","34.0",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-04-08","9.84",,"0.02","0.5","0.0","29","34","25","  330","  300",,"21.9","29.1","    1",,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-04-09","5.37",,"0.00","0.0","0.0","31","40","22","   30","   40",,"14.1","18.1",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-04-10","7.61",,"0.02","0.4","0.0","35","43","30","  280","  310",,"16.1","21.9","    1",,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-04-11","7.61",,"0.02","0.0","0.0","37","47","29","  240","  240",,"21.9","25.9","    1",,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-04-12","7.83",,"0.05","0.0","0.0","42","61","29","  220","  200",,"25.9","34.0","    1",,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-04-13","7.83",,"0.00","0.0","0.0","46","52","40","   40","   30",,"19.9","23.9","    1",,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-04-14","18.12",,"0.05","0.0","0.0","37","41","30","   60","   60",,"31.1","38.9","    1",,,"    1",,"    1",,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-04-15","14.99",,"0.31","0.0","0.0","32","41","30","   60","   50",,"25.1","33.1","    1",,,,,"    1",,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-04-16","11.86",,"1.34","0.0","0.0","40","42","35","  270","  280",,"23.9","33.1","    1",,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-04-17","14.54",,"0.05","0.6","0.0","35","37","31","  280","  280",,"23.9","34.0","    1",,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-04-18","14.09",,"0.00","0.0","0.0","36","41","33","  270","  270",,"23.0","29.1","    1",,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-04-19","11.63",,"0.04","0.4","0.0","36","38","32","  330","  310",,"23.0","31.1","    1",,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-04-20","11.41",,"0.00","0.0","0.0","36","46","30","  340","  320",,"19.9","23.9",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-04-21","8.50",,"0.00","0.0","0.0","43","57","29","  320","  330",,"19.9","25.1",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-04-22","4.92",,"0.00","0.0","0.0","47","62","32","   20","   10",,"15.0","19.0",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-04-23","5.82",,"0.00","0.0","0.0","51","71","32","   30","   30",,"18.1","21.9",,,,,,,"    1",,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-04-24","8.28",,"0.06","0.0","0.0","60","66","52","  230","  240",,"18.1","25.1",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-04-25","8.28",,"0.18","0.0","0.0","54","59","44","  270","  270",,"21.9","30.0","    1",,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-04-26","13.65",,"0.00","0.0","0.0","47","57","40","  270","  270",,"23.9","32.0","    1",,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-04-27","5.82",,"0.01","0.0","0.0","49","64","38","   20","  280",,"17.0","21.0",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-04-28","6.93",,"0.31","0.0","0.0","48","50","37","  310","  310",,"18.1","23.0","    1",,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-04-29","14.09",,"0.09","0.3","0.0","40","52","34","  300","  300",,"23.9","32.0","    1",,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-04-30","14.32",,"0.00","0.0","0.0","50","64","40","  310","  310",,"25.9","34.0",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-05-01","10.96",,"0.00","0.0","0.0","59","80","39","  270","  270",,"28.0","33.1",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-05-02","15.88",,"0.00","0.0","0.0","71","85","57","  260","  260",,"36.0","45.0",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-05-03","12.30",,"0.10","0.0","0.0","70","76","62","  280","  250",,"29.1","36.9","    1",,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-05-04","16.11",,"0.34","0.0","0.0","67","83","50","  260","  250",,"46.1","57.0","    1",,"    1",,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-05-05","10.51",,"0.00","0.0","0.0","60","76","47","  250","  270",,"25.1","33.1",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-05-06","6.04",,"0.00","0.0","0.0","63","69","52","   60","   60",,"18.1","23.0",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-05-07","6.93",,"0.00","0.0","0.0","56","63","45","   40","   30",,"17.0","23.0",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-05-08","4.47",,"0.00","0.0","0.0","57","75","42","   30","   30",,"17.0","19.0",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-05-09","6.26",,"0.00","0.0","0.0","66","82","50","  190","  200",,"21.0","28.0",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-05-10","14.54",,"0.03","0.0","0.0","70","75","50","  270","  260",,"30.0","38.9",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-05-11","7.38",,"0.00","0.0","0.0","51","56","42","   40","   40",,"21.9","25.1",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-05-12","5.82",,"0.03","0.0","0.0","51","59","46","   30","   50",,"14.1","16.1",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-05-13","6.04",,"0.00","0.0","0.0","56","70","43","  140","  200",,"14.1","18.1",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-05-14","8.50",,"0.00","0.0","0.0","65","76","52","  300","  290",,"18.1","23.0",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-05-15","5.82",,"0.34","0.0","0.0","65","69","54","  350","  360",,"25.1","30.0","    1",,"    1",,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-05-16","4.25",,"0.00","0.0","0.0","62","78","50","   30","   30",,"15.0","19.0","    1","    1",,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-05-17","8.72",,"0.00","0.0","0.0","66","78","57","   60","   50",,"21.0","25.9",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-05-18","12.08",,"0.00","0.0","0.0","58","63","49","   70","   70",,"21.0","28.0",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-05-19","11.41",,"0.25","0.0","0.0","61","74","54","  210","  200",,"21.0","25.1","    1",,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-05-20","8.72",,"0.05","0.0","0.0","65","70","54","  320","  320",,"18.1","25.1","    1",,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-05-21","4.25",,"0.00","0.0","0.0","60","76","46","   40","   40",,"12.1","15.0",,,,,,,"    1",,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-05-22","6.49",,"0.56","0.0","0.0","63","74","56","  250","  260",,"21.0","27.1","    1",,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-05-23","9.40",,"0.00","0.0","0.0","65","76","53","  290","  280",,"19.9","25.1","    1",,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-05-24","7.61",,"0.00","0.0","0.0","66","83","49","  270","  280",,"16.1","21.0",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-05-25","11.18",,"0.00","0.0","0.0","71","84","55","  260","  250",,"21.0","28.0",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-05-26","7.16",,"0.00","0.0","0.0","73","85","62","   40","   30",,"17.0","19.9",,,,,,,"    1",,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-05-27","6.71",,"0.00","0.0","0.0","72","80","65","  120","  140",,"14.1","17.0",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-05-28","7.38",,"0.00","0.0","0.0","76","87","66","  280","  280",,"16.1","21.9",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-05-29","7.61",,"0.00","0.0","0.0","74","81","64","   50","   60",,"17.0","21.0",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-05-30","9.17",,"0.00","0.0","0.0","76","92","61","  170","  160",,"19.9","25.9",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-05-31","13.42",,"0.00","0.0","0.0","80","87","74","  230","  210",,"23.9","30.0",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-06-01","8.72",,"0.00","0.0","0.0","78","87","71","  330","  320",,"16.1","19.9",,,"    1",,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-06-02","8.05",,"0.00","0.0","0.0","66","70","57","   40","   30",,"19.9","23.0",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-06-03","7.83",,"0.73","0.0","0.0","64","75","58","  190","  180",,"23.0","29.1","    1",,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-06-04","13.20",,"0.18","0.0","0.0","64","69","57","  300","  320",,"25.1","36.0","    1",,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-06-05","10.07",,"0.04","0.0","0.0","58","64","52","  320","  280",,"19.9","25.1","    1",,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-06-06","6.71",,"0.01","0.0","0.0","56","64","50","  330","  320",,"13.0","17.0","    1",,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-06-07","4.03",,"0.00","0.0","0.0","61","77","50","  240","  250",,"14.1","18.1",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-06-08","5.14",,"0.00","0.0","0.0","67","75","56","   20","   30",,"14.1","18.1",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-06-09","2.91",,"0.00","0.0","0.0","65","79","52","   60","   60",,"10.1","12.1",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-06-10","8.72",,"0.00","0.0","0.0","67","75","59","   60","   50",,"18.1","23.9",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-06-11","8.28",,"0.00","0.0","0.0","65","73","53","   40","   30",,"17.0","23.0",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-06-12","6.93",,"0.00","0.0","0.0","67","84","52","  220","  210",,"16.1","21.9",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-06-13","13.87",,"0.11","0.0","0.0","74","82","65","  250","  240",,"31.1","38.0","    1",,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-06-14","15.66",,"0.00","0.0","0.0","70","76","57","  310","  310",,"31.1","42.9",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-06-15","5.82",,"0.00","0.0","0.0","66","78","50","  310","  340",,"16.1","21.9",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-06-16","5.37",,"0.00","0.0","0.0","69","84","53","   50","   40",,"15.0","21.0",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-06-17","5.37",,"0.00","0.0","0.0","75","90","60","   40","  230",,"13.0","16.1",,,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-06-18","13.42",,"0.14","0.0","0.0","80","93","72","  350","  260",,"23.9","31.1","    1",,"    1",,,,"    1",,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-06-19","8.50",,"0.01","0.0","0.0","70","75","62","   30","   20",,"21.0","25.1","    1",,,,,,,,,,,,,
"USW00014768","FREDERICK DOUGLASS GREATER ROCHESTER INTERNATIONAL AIRPORT, NY US","2018-06-20","2.24",,"0.00","0.0","0.0","66","77","53","   50","   60",,"10.1","14.1",,,,,,,,,,,,,,
